,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,E_Dis,Polarizability
KRR
Best_parms,"{'alpha': 0.001, 'gamma': 0.0001, 'kernel': 'rbf'}","{'alpha': 0.001, 'gamma': 0.0001, 'kernel': 'rbf'}","{'alpha': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}","{'alpha': 1, 'gamma': 0.01, 'kernel': 'rbf'}","{'alpha': 100, 'gamma': 100, 'kernel': 'sigmoid'}","{'alpha': 0.001, 'gamma': 1, 'kernel': 'rbf'}","{'alpha': 100, 'gamma': 1, 'kernel': 'sigmoid'}","{'alpha': 10000, 'gamma': 10000, 'kernel': 'rbf'}","{'alpha': 0.001, 'gamma': 0.0001, 'kernel': 'rbf'}"
